Fiscal Year 2012,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,CW-1,CW-2,D,D-CREW,E-1,E-2,E-2C,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,U-5,V-1,V-2,V-3,Total Visas,BCC,Grand Total
Vanuatu,3,17,0,1,42,2,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,6,0,0,1,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for Oceania,266,"5,657",7,311,"13,914",93,0,0,485,"3,220",0,827,0,0,7,0,18,343,0,"3,211","1,845",837,"2,654",92,0,57,177,0,445,3,0,682,0,0,110,111,38,307,434,"7,047",383,329,32,4,0,"1,489","1,429",328,50,0,0,2,0,0,0,0,0,0,0,724,183,116,940,2,106,83,1,0,0,185,38,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,"49,633",0,"49,633"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,73,"1,123",1,122,"249,029",88,0,0,51,782,0,759,0,0,0,0,28,152,0,0,1,0,"1,155",62,0,43,97,3,741,7,0,525,0,0,3,59,15,289,164,"3,435",194,95,4,1,0,491,646,27,0,0,0,0,0,0,0,0,0,0,0,168,36,57,339,0,109,69,1,0,0,47,14,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,"261,110",0,"261,110"
Bolivia,27,136,4,60,"10,234",20,0,0,92,77,0,58,0,0,0,0,2,9,0,0,0,0,373,14,0,15,62,0,256,9,0,89,0,0,0,1,0,35,3,329,11,25,11,1,0,29,41,6,0,0,0,0,0,0,0,0,0,2,0,4,0,1,7,0,8,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"12,064",0,"12,064"
Brazil,194,"4,041",32,"2,841","990,598",170,0,0,341,"3,767",0,"4,462",0,0,112,0,6,39,0,0,2,0,"15,506",653,0,122,186,0,"1,069",35,0,"1,583",0,0,6,36,89,861,689,"14,124","1,032",467,77,4,2,"1,903","2,203",300,18,0,0,3,0,0,0,0,0,0,0,564,90,132,883,1,58,81,93,0,0,122,55,0,0,0,0,5,0,0,0,0,0,7,3,22,0,0,0,0,0,"1,049,689",0,"1,049,689"
Chile,87,"1,317",3,339,"60,819",69,0,0,54,"1,099",0,239,0,0,0,0,18,29,0,0,1,0,"1,565",315,0,51,39,0,255,8,0,209,249,0,27,35,4,306,138,"2,020",353,48,6,2,1,141,216,24,0,0,0,0,0,0,0,0,0,0,0,45,5,16,77,0,8,11,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,281",0,"70,281"
Colombia,77,"4,093",15,626,"312,371",206,0,0,388,"2,060",0,47,0,0,0,0,70,179,0,0,3,0,"5,905",227,0,98,38,0,676,48,0,904,0,0,0,0,16,478,158,"4,271",279,"1,296",472,13,5,417,497,258,2,0,0,0,0,0,0,0,0,0,0,110,47,34,625,0,144,47,0,0,0,87,14,0,0,0,0,18,0,0,1,0,0,3,1,11,0,1,0,0,0,"337,336",0,"337,336"
Ecuador,112,"1,050",2,188,"88,379",81,0,0,250,299,0,176,0,0,2,0,1,25,0,0,1,0,"1,182",52,0,40,64,0,152,18,0,218,0,0,1,6,8,117,30,"1,839",61,152,19,3,0,75,106,75,0,0,0,0,0,0,0,0,0,0,0,18,3,7,77,0,38,4,0,0,0,28,5,0,0,0,0,2,0,0,3,0,0,4,2,82,2,4,0,0,0,"95,063",0,"95,063"
Guyana,25,37,0,10,"11,750","1,431",0,0,257,451,0,29,0,0,0,0,0,0,0,0,0,0,75,5,0,5,0,0,61,1,0,26,0,0,0,0,1,8,16,25,1,64,9,1,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"14,306",0,"14,306"
Paraguay,52,309,1,139,"7,197",5,0,0,13,15,0,231,0,0,0,0,2,0,0,0,0,0,238,8,0,20,73,0,67,15,0,26,0,0,0,0,0,18,16,273,12,13,1,0,0,6,15,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"8,778",0,"8,778"
Peru,132,782,19,490,"49,166","12,763",0,0,"1,061","2,449",0,203,0,0,0,0,1,6,0,0,0,0,"1,071",63,0,58,28,0,434,67,0,376,0,0,993,20,12,135,101,"3,993",69,401,96,6,1,116,155,66,0,0,0,0,0,0,0,0,0,0,0,29,5,10,88,1,140,6,1,0,0,40,4,0,0,0,0,5,0,5,6,0,1,11,2,14,0,0,0,0,0,"75,701",0,"75,701"
Suriname,30,93,1,0,"4,088",3,0,0,5,31,0,88,0,0,0,0,1,0,0,0,0,0,35,0,0,15,37,0,9,0,0,6,0,0,0,0,0,2,7,27,1,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,489",0,"4,489"
Uruguay,37,326,2,88,"18,111",12,0,0,8,108,0,21,0,0,0,0,0,1,0,0,0,0,130,13,0,17,93,0,131,5,0,64,0,0,38,0,2,35,15,185,16,9,3,0,0,36,41,2,0,0,0,0,0,0,0,0,0,0,0,20,2,8,28,0,4,0,0,0,0,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,622",0,"19,622"
Venezuela,69,104,1,"3,127","212,361",356,0,0,112,488,0,4,0,0,1,0,1,124,0,0,2,0,"4,948",262,0,58,56,0,157,5,0,847,0,0,0,0,11,629,72,517,61,123,31,4,1,736,"1,196",86,2,0,0,0,0,0,0,0,0,0,0,117,364,48,820,6,94,153,0,0,0,31,11,0,0,0,0,5,0,0,0,0,0,1,1,4,0,0,0,0,0,"228,207",0,"228,207"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for South America,915,"13,411",81,"8,030","2,014,103","15,204",0,0,"2,632","11,626",0,"6,317",0,0,115,0,130,564,0,0,10,0,"32,183","1,674",0,542,773,3,"4,008",218,0,"4,873",249,0,"1,068",157,158,"2,913","1,409","31,038","2,090","2,694",729,35,10,"3,952","5,117",858,22,0,0,4,0,0,0,0,0,2,0,"1,079",552,313,"2,950",8,603,371,96,0,0,399,121,0,0,0,0,38,0,5,10,0,1,28,9,139,2,5,0,0,0,"2,176,646",0,"2,176,646"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Nationality,0,0,2,15,"2,764",19,0,0,2,89,0,0,0,0,0,0,0,1,0,0,0,0,145,27,0,0,0,0,0,0,0,15,0,0,0,0,0,3,2,27,1,19,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,24,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,183",0,"3,183"
United Nations Laissez-Passer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,150
Totals for Unknown,0,0,2,15,"2,764",19,0,0,2,89,0,0,0,0,0,0,0,1,0,0,0,0,145,27,0,0,0,0,150,0,0,15,0,0,0,0,0,3,2,27,1,19,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,24,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,333",0,"3,333"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Totals,"10,857","99,573","1,141","35,341","5,342,439","84,713","1,043,125","450,142","12,028","262,168",13,"13,022",431,111,"7,649",0,"6,907","31,942",63,"3,211","2,150",837,"486,900","27,561",792,"5,355","12,622",286,"26,520",730,0,"135,530",461,3,"65,345","50,009","2,927","80,015","14,447","313,431","36,722","27,684","4,108",290,72,"62,430","71,782","10,331",524,0,6,"6,252",9,300,92,504,2,10,2,"10,590","5,357","2,396","24,825",117,"8,078","1,133","1,632",0,0,"4,340","1,375",1,0,1,"7,638","5,578",0,151,342,7,17,170,103,"1,194",45,83,0,0,0,"8,927,090",0,"8,927,090"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
